event_id,season,episode,time,type,person_1,person_2,description,last_updated_timestamp,update_comment,main_type,path,person_nbr,all_partners,role_season_ep_count,role_ep_count
1058,9,11,0:09:35,fight [repeat],Dan,Nathan,"[Flashback to S3E8] ""You're the punchline, dad."" Dan shoves Nathan into the lockers.",1/26/2023 21:06,,fight,|Dan|Nathan|,1,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,4.0,49.0
1059,9,11,0:09:36,fight [repeat],Dan,Deb,[Flashback to S4E1] Dan chokes Deb at the hospital (after she admitted at the wedding that she started the fire),1/26/2023 21:06,,fight,|Dan|Deb|,1,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,4.0,49.0
1060,9,11,0:09:37,fight [repeat],Dan,Keith,"[Flashback to S3E12] Dan shoves Keith while he is being questioned by police. ""There's no reason to bring mom into this, Dan.""",1/26/2023 21:06,,fight,|Dan|Keith|,1,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,4.0,49.0
1061,9,11,0:13:28,kiss,Haley,Nathan,As Haley breaks from the stress of worrying about Nathan while he was missing for so long.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,6.0,106.0
1062,9,11,0:18:55,fight [repeat],Carrie,Dan,[Flashback to S5E18] Carrie runs Dan over with her car.,1/26/2023 21:06,,fight,|Carrie|Dan|,1,|Dan|Haley|Deb|,,
1063,9,11,0:19:01,fight [repeat],Dan,Lucas,[Flashback to S4E19] Lucas shoots Deb's gun at Dan (intentionally missing).,1/26/2023 21:06,,fight,|Dan|Lucas|,1,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,4.0,49.0
1064,9,11,0:27:26,kiss,Haley,Nathan,"Talking about Nathan's relationship with Dan, as Dan is dying.",1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,6.0,106.0
1065,9,11,0:29:29,fight,Brooke,Ted,Brooke shoves her dad and slams the door after him after he pretends to want a relationship with her (but really wants her to sell Baker Man).,1/26/2023 21:06,,fight,|Brooke|Ted|,1,|Zombie bridesmaid #4|Sam|Chris|Millie|Julian|Jock|Tara|Zombie bridesmaid #2|Peyton|Missy|Haley|Tim|Lucas|Alex|Bankers|Nick (teacher)|Zombie bridesmaid #5|Sylvia|Rachel|Dan|Ted|Psycho Derek|Xavier|,7.0,106.0
1066,9,11,0:31:37,kiss,Brooke,Julian,Julian comforts Brooke after she is misled by her dad.,1/26/2023 21:06,,kiss,|Brooke|Julian|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,7.0,106.0
1067,9,12,0:05:38,kiss,Clay,Quinn,Decorating Logan's room at the beach house.,1/26/2023 21:06,,kiss,|Clay|Quinn|,1,|Alex|Sara|Quinn|Kylie|,7.0,36.0
1068,9,12,0:10:52,kiss,Millie,Mouth,Talking about Mouth's career ambitions in sports.,1/26/2023 21:06,,kiss,|Millie|Mouth|,1,|Mouth|Owen|,2.0,29.0
1069,9,12,0:14:35,kiss [implied],Ted,Victoria,"Brooke drops by her mom's hotel room, where her mom is wearing a robe and looking disheveled, then her dad pops out of the bathroom.",1/26/2023 21:06,,kiss,|Ted|Victoria|,1,|Victoria|,2.0,2.0
1070,9,12,0:23:19,kiss,Ted,Victoria,"Telling Brooke that they bought out the investors, so Brooke could keep ownership of Baker Man.",1/26/2023 21:06,,kiss,|Ted|Victoria|,1,|Victoria|,2.0,2.0
1071,9,12,0:28:09,kiss,Brooke,Julian,Discussing the new script for the Ravens TV series.,1/26/2023 21:06,,kiss,|Brooke|Julian|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,7.0,106.0
1072,9,12,0:32:31,kiss,Brooke,Julian,"At the sound stage, after Julian tells Brooke they have the go-ahead to start casting.",1/26/2023 21:06,,kiss,|Brooke|Julian|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,7.0,106.0
1073,9,12,0:37:44,kiss,Millie,Mouth,At the burning boat festival.,1/26/2023 21:06,,kiss,|Millie|Mouth|,1,|Mouth|Owen|,2.0,29.0
1074,9,12,0:39:49,kiss,Clay,Quinn,After Quinn accepts Clay's proposal.,1/26/2023 21:06,,kiss,|Clay|Quinn|,1,|Alex|Sara|Quinn|Kylie|,7.0,36.0
1075,9,13,0:08:37,kiss,Brooke,Julian,Touring the set of Peyton's bedroom.,1/26/2023 21:06,,kiss,|Brooke|Julian|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,7.0,106.0
1076,9,13,0:09:50,fight,Chase,Chris,Chris slaps Chase after he tastes the (disgusting) 10th-anniversary shot.,1/26/2023 21:06,,fight,|Chase|Chris|,1,|Clay|Alex|Mia|Chris|Chuck|Chuck's Dad|,7.0,32.0
1077,9,13,0:10:13,fight,Chase,Clay,Clay slaps Chase after tasting the 10th-anniversary shot.,1/26/2023 21:06,,fight,|Chase|Clay|,1,|Clay|Alex|Mia|Chris|Chuck|Chuck's Dad|,7.0,32.0
1078,9,13,0:16:05,kiss,Chris,Guitar Tech?,When she takes his guitar from Chris on stage.,1/26/2023 21:06,,kiss,|Chris|Guitar Tech?|,1,|Guitar Tech?|Strip Club Server|Tara|Cinnamon|Peyton|Brooke|Pony|Haley|,8.0,14.0
1079,9,13,0:29:50,kiss,Haley,Nathan,[Flashback] Upgrading Haley's Cracker Jack bracelet.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,6.0,106.0
1080,9,13,0:30:56,kiss,Clay,Quinn,[Flashback] Deciding to get married at the courthouse.,1/26/2023 21:06,,kiss,|Clay|Quinn|,1,|Alex|Sara|Quinn|Kylie|,7.0,36.0
1081,9,13,0:31:09,kiss,Clay,Quinn,[Flashback] Signing adoption papers for Logan.,1/26/2023 21:06,,kiss,|Clay|Quinn|,1,|Alex|Sara|Quinn|Kylie|,7.0,36.0
1082,9,13,0:35:50,kiss,Haley,Nathan,[Flashback] Dancing in the rain.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,6.0,106.0
1083,9,13,0:37:54,kiss,Brooke,Julian,In their new house (which is Brooke's childhood home).,1/26/2023 21:06,,kiss,|Brooke|Julian|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,7.0,106.0
1,1,1,0:04:15,kiss,kid on bus #2,kid on bus #1,Couple #1 kisses on the stolen school bus.,1/26/2023 21:06,,kiss,|kid on bus #1|kid on bus #2|,2,|kid on bus #1|,,
2,1,1,0:04:17,kiss,kid on bus #4,kid on bus #3,Couple #2 kisses on the stolen school bus.,1/26/2023 21:06,,kiss,|kid on bus #3|kid on bus #4|,2,|kid on bus #3|,,
3,1,1,0:04:44,kiss,Nathan,Melody,Melody kisses Nathan while he is driving the stolen school bus.,1/26/2023 21:06,,kiss,|Melody|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
4,1,1,0:14:17,kiss,Peyton,Nathan,Nathan trying to get Peyton to go out after the game.,1/26/2023 21:06,,kiss,|Nathan|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,11.0,65.0
5,1,1,0:37:39,fight,Nathan,Lucas,Nathan elbows Lucas in the face during the challenge at the river court.,1/26/2023 21:06,,fight,|Lucas|Nathan|,2,|Greg's friend|Fan|Chris|Daunte|Bear|Bar Patron|Friend #1|Greg|Jerome|Billy (Drug Dealer)|Punch Guy|Skills|Basketball Team|Masonboro Player|Lucas|Damien|J-Fed|Sergei|Poker Players|Chuck|Dimitri|Ian|Officer Stevens|Dan|,18.0,123.0
6,1,2,0:06:53,kiss,Peyton,Nathan,"In Nathan's car after the game (""SSORG!"")",1/26/2023 21:06,,kiss,|Nathan|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,11.0,65.0
7,1,2,0:16:02,fight,Nathan,Lucas,"""I can describe Lucas in one word.""",1/26/2023 21:06,,fight,|Lucas|Nathan|,2,|Greg's friend|Fan|Chris|Daunte|Bear|Bar Patron|Friend #1|Greg|Jerome|Billy (Drug Dealer)|Punch Guy|Skills|Basketball Team|Masonboro Player|Lucas|Damien|J-Fed|Sergei|Poker Players|Chuck|Dimitri|Ian|Officer Stevens|Dan|,18.0,123.0
8,1,2,0:29:31,fight,Nathan,Lucas,Lucas slings a basketball at Nathan.,1/26/2023 21:06,,fight,|Lucas|Nathan|,2,|Greg's friend|Fan|Chris|Daunte|Bear|Bar Patron|Friend #1|Greg|Jerome|Billy (Drug Dealer)|Punch Guy|Skills|Basketball Team|Masonboro Player|Lucas|Damien|J-Fed|Sergei|Poker Players|Chuck|Dimitri|Ian|Officer Stevens|Dan|,18.0,123.0
9,1,3,0:06:28,kiss,Peyton,Nathan,"In Peyton's room, while Nathan is complaining about the game.",1/26/2023 21:06,,kiss,|Nathan|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,11.0,65.0
10,1,3,0:31:15,fight,Lucas,Basketball Team,"The Ravens grab Lucas, kidnapping him for a hazing ritual.",1/26/2023 21:06,,fight,|Basketball Team|Lucas|,2,|Nathan|Basketball Team|Julian|Masonboro Player|Karen|Friend #1|Felix|Ronnie|Dan|Peyton|Gabe|Chris|Psycho Derek|Rusty|Deb|Brooke|Tim|,19.0,90.0
11,1,3,0:34:27,fight,Tim,Lucas,Tim shoves Lucas after Lucas steals the ball from him in practice.,1/26/2023 21:06,,fight,|Lucas|Tim|,2,|Masonboro Player|Lucas|Police Officer|Brooke|Skills|,3.0,5.0
12,1,4,0:02:28,kiss,Deb,Dan,When Deb returns home after a work trip.,1/26/2023 21:06,,kiss,|Dan|Deb|,2,|Dan|Keith|Skills|,6.0,23.0
13,1,4,0:17:01,kiss,Karen,Dan,[On video] High-school Dan and Karen kiss during their prom interview.,1/26/2023 21:06,,kiss,|Dan|Karen|,2,|Dan|Keith|Andy|Larry Sawyer|,4.0,20.0
14,1,4,0:17:16,fight,Nathan,Lucas,Lucas shoves Nathan into a wall after Nathan shows the high school video of Dan and Karen.,1/26/2023 21:06,,fight,|Lucas|Nathan|,2,|Greg's friend|Fan|Chris|Daunte|Bear|Bar Patron|Friend #1|Greg|Jerome|Billy (Drug Dealer)|Punch Guy|Skills|Basketball Team|Masonboro Player|Lucas|Damien|J-Fed|Sergei|Poker Players|Chuck|Dimitri|Ian|Officer Stevens|Dan|,18.0,123.0
15,1,5,0:08:50,fight,Peyton,Brooke,Peyton throws her poms at Brooke during cheer practice.,1/26/2023 21:06,,fight,|Brooke|Peyton|,2,|Lucas|Dan's Henchman|Lindsey|Dan|Psycho Derek|Ravens Mascot|Nicki|Brooke|,11.0,65.0
16,1,5,0:29:54,kiss,Deb,Dan,"""Have you been naughty or nice?"" ""Which would you prefer?""",1/26/2023 21:06,,kiss,|Dan|Deb|,2,|Dan|Keith|Skills|,6.0,23.0
17,1,5,0:39:16,fight,Nathan,Dan,Dan knocks Nathan down during the father-son basketball game.,1/26/2023 21:06,,fight,|Dan|Nathan|,2,|Greg's friend|Fan|Chris|Daunte|Bear|Bar Patron|Friend #1|Greg|Jerome|Billy (Drug Dealer)|Punch Guy|Skills|Basketball Team|Masonboro Player|Lucas|Damien|J-Fed|Sergei|Poker Players|Chuck|Dimitri|Ian|Officer Stevens|Dan|,18.0,123.0
18,1,6,0:05:32,kiss,Deb,Dan,Making plans for the SBL dinner.,1/26/2023 21:06,,kiss,|Dan|Deb|,2,|Dan|Keith|Skills|,6.0,23.0
19,1,6,0:10:49,fight,Nathan,Lucas,"Nathan and Lucas fight during the basketball game, after Lucas insults Nathan.",1/26/2023 21:06,,fight,|Lucas|Nathan|,2,|Greg's friend|Fan|Chris|Daunte|Bear|Bar Patron|Friend #1|Greg|Jerome|Billy (Drug Dealer)|Punch Guy|Skills|Basketball Team|Masonboro Player|Lucas|Damien|J-Fed|Sergei|Poker Players|Chuck|Dimitri|Ian|Officer Stevens|Dan|,18.0,123.0
20,1,6,0:21:24,fight,Nathan,Lucas,"Nathan and Lucas fight during the ""Gladiator"" game after being kidnapped by the Pirates.",1/26/2023 21:06,,fight,|Lucas|Nathan|,2,|Greg's friend|Fan|Chris|Daunte|Bear|Bar Patron|Friend #1|Greg|Jerome|Billy (Drug Dealer)|Punch Guy|Skills|Basketball Team|Masonboro Player|Lucas|Damien|J-Fed|Sergei|Poker Players|Chuck|Dimitri|Ian|Officer Stevens|Dan|,18.0,123.0
21,1,6,0:33:42,fight,Keith,Dan,Keith and Dan fight at the Small Business League dinner.,1/26/2023 21:06,,fight,|Dan|Keith|,2,|Dan|Felix|,3.0,16.0
22,1,7,0:25:38,kiss,Peyton,Lucas,Playing Truth or Dare at the booster party.,1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,11.0,65.0
23,1,7,0:32:25,kiss,Peyton,Lucas,Sneaking into a bedroom during the booster party.,1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,11.0,65.0
24,1,7,0:39:11,kiss,Deb,Dan,Talking in the kitchen after the booster party.,1/26/2023 21:06,,kiss,|Dan|Deb|,2,|Dan|Keith|Skills|,6.0,23.0
25,1,8,0:14:09,kiss,Brooke,Abercrombie,At the college party.,1/26/2023 21:06,,kiss,|Abercrombie|Brooke|,2,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,10.0,106.0
26,1,8,0:20:58,fight,Lucas,Gabe,Lucas shoves and punches Gabe for drugging Peyton.,1/26/2023 21:06,,fight,|Gabe|Lucas|,2,|Nathan|Basketball Team|Julian|Masonboro Player|Karen|Friend #1|Felix|Ronnie|Dan|Peyton|Gabe|Chris|Psycho Derek|Rusty|Deb|Brooke|Tim|,19.0,90.0
27,1,8,0:33:01,kiss,Lucas,Brooke,Lucas kisses Brooke on the cheek and tells her that she is tougher than he thought she was.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
28,1,8,0:35:36,kiss,Nathan,Haley,First #Naley kiss.,1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
29,1,8,0:41:42,kiss,Keith,Karen,Saying goodbye at the airport as Karen leaves for Florence.,1/26/2023 21:06,,kiss,|Karen|Keith|,2,|Deb|Jules|Karen|,3.0,16.0
30,1,9,0:02:19,kiss,Nathan,Haley,Saying hello at school.,1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
31,1,9,0:15:22,kiss,Nathan,Haley,Hanging out in Haley's room; Nathan is takes it too far and is shown the door.,1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
32,1,9,0:17:45,kiss,Lucas,Brooke,Talking tattoos at the bar.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
33,1,9,0:37:08,kiss,Nathan,Haley,"After Nathan collapses during the game, he apologizes to Haley and tells her how much she means to him.",1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
34,1,10,0:03:30,kiss,Lucas,Brooke,The morning after their date.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
35,1,10,0:04:22,kiss,Nathan,Haley,Waking up after Nathan stays over at Haley's house.,1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
36,1,10,0:04:43,kiss [continued],Nathan,Haley,Continuing to kiss after talking.,1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
37,1,10,0:14:32,kiss,Lucas,Brooke,Brooke visits Lucas at the river court.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
38,1,10,0:20:18,kiss,Lucas,Brooke,Keith interrupts them in Lucas's room.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
39,1,10,0:33:11,kiss,Lucas,Brooke,Arriving at Karen's cafe for the open mic night.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
40,1,10,0:37:05,kiss,Nathan,Haley,"Greeting Nathan at the open mic night, after he returns from his golf weekend with Dan.",1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
41,1,11,0:04:24,kiss,Lucas,Brooke,Trespassing in a hot tub.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
42,1,11,0:09:42,kiss,Nathan,Haley,Encouraging Nathan as he is reconsidering playing basketball.,1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
43,1,11,0:11:01,kiss,Lucas,Brooke,Brooke giving the Travis CD to Lucas beween classes.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
44,1,11,0:18:07,kiss,Lucas,Brooke,"In Lucas's room, after Brooke tells him that she wants to spend more time with him and get to know him better.",1/26/2023 21:06,,kiss,|Brooke|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
45,1,11,0:22:40,kiss,Nathan,Haley,Skipping school at the Scotts' beach house.,1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
46,1,11,0:28:00,kiss,Nathan,Haley,While Haley encourages Nathan to skip school.,1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
47,1,11,0:34:33,kiss,Nathan,Haley,Nathan encouraging Haley to be herself.,1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
48,1,11,0:38:13,kiss,Lucas,Brooke,"""I give a rat's a** about you, too""",1/26/2023 21:06,,kiss,|Brooke|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
49,1,11,0:41:40,kiss,Lucas,Brooke,In the back of the car.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
50,1,12,0:06:32,kiss,Lucas,Brooke,Goofing off while fixing Mr. Sawyer's car.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
51,1,12,0:12:17,kiss,Lucas,Brooke,Saying goodbye as Lucas drives Peyton to Hilton Head to identify the body.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
52,1,12,0:23:21,kiss,Nathan,Haley,Outside of Haley's house after the disastrous dinner with his grandparents.,1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
53,1,12,0:34:33,kiss,Peyton,Lucas,In the motel in Hilton Head.,1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,11.0,65.0
54,1,13,0:06:05,kiss,Peyton,Lucas,"At school, Lucas tells Peyton he wants to be with her.",1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,11.0,65.0
55,1,13,0:26:25,kiss,Peyton,Lucas,"In the school library, witnessed by Haley.",1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,11.0,65.0
56,1,14,0:14:41,kiss,Lucas,Brooke,Visiting Lucas while he was in a coma.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
57,1,15,0:04:10,kiss,Lucas,Brooke,After Lucas comes home from the hospital.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
58,1,15,0:07:12,kiss,Peyton,Lucas,In Lucas's dream.,1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,11.0,65.0
59,1,15,0:08:12,kiss,Peyton,Lucas,Visiting Lucas after he comes home from the hospital.,1/26/2023 21:06,,kiss,|Lucas|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,11.0,65.0
60,1,15,0:37:32,kiss,Nathan,Haley,"At Karen's cafe, encouraging Hailey to sing.",1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
61,1,16,0:21:58,kiss,Nicki,Lucas,On the carousel at the mall.,1/26/2023 21:06,,kiss,|Lucas|Nicki|,2,|Jake|Lucas|,3.0,3.0
62,1,17,0:13:54,kiss,Nathan,Haley,At the hotel in Charlotte.,1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
63,1,17,0:15:26,fight,Tim,Brooke,Brooke yanks Tim's ear when he tries to invite the cheerleaders to sneak out at night.,1/26/2023 21:06,,fight,|Brooke|Tim|,2,|Masonboro Player|Lucas|Police Officer|Brooke|Skills|,3.0,5.0
64,1,17,0:26:33,kiss,Nathan,Haley,"""I got a thing for cheerleaders""",1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
65,1,17,0:37:39,kiss,Mouth,Cheerleader,(Alice?) grateful for his help at the Sparkle Classic.,1/26/2023 21:06,,kiss,|Cheerleader|Mouth|,2,|Erica|Tia|Gigi|Shelley|Cheerleader|Lauren|Alice|Brooke|Millie|Rachel|,2.0,45.0
66,1,18,0:10:24,kiss,Nathan,Haley,Saying goodbye before Nathan leaves on his auction date with Peyton,1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
67,1,18,0:24:45,kiss,Nicki,Jake,Trying to get Jake back during their auction date,1/26/2023 21:06,,kiss,|Jake|Nicki|,2,|Jake|Lucas|,3.0,3.0
68,1,18,0:30:34,kiss,Club Boy,Brooke,Brooke kisses a random guy at the club where she is on an auction date with Mouth.,1/26/2023 21:06,,kiss,|Brooke|Club Boy|,2,|Brooke|,,
69,1,18,0:30:51,kiss,Club Patron #2,Club Patron #1,"Brooke looks around at all of the drunken, meaningless makeout sessions at the club.",1/26/2023 21:06,,kiss,|Club Patron #1|Club Patron #2|,2,|Club Patron #1|,,
70,1,18,0:35:04,kiss,Peyton,Nathan,"At the end of their auction date, witnessed by Lucas.",1/26/2023 21:06,,kiss,|Nathan|Peyton|,2,|Nathan|Julian|Jake|Lucas|Chris|Anna|Psycho Derek|Chase|Pete Wentz|Brooke|,11.0,65.0
71,1,18,0:36:50,kiss,Mouth,Brooke,At the end of their auction date.,1/26/2023 21:06,,kiss,|Brooke|Mouth|,2,|Erica|Tia|Gigi|Shelley|Cheerleader|Lauren|Alice|Brooke|Millie|Rachel|,2.0,45.0
72,1,18,0:38:17,kiss,Lucas,Haley,At the end of their auction date.,1/26/2023 21:06,,kiss,|Haley|Lucas|,2,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
73,1,18,0:40:56,kiss,Larry Sawyer,Karen,"At Karen's house, after digging up the time capsule.",1/26/2023 21:06,,kiss,|Karen|Larry Sawyer|,2,|Karen|,1.0,1.0
74,1,19,0:05:51,kiss,Nathan,Haley,Haley stops by Nathan's apartment to wake him up.,1/26/2023 21:06,,kiss,|Haley|Nathan|,2,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
75,1,19,0:07:10,fight,Nathan,Lucas,"Lucas slams Nathan's locker, then Nathan shoves Lucas, after Lucas confronts Nathan about kissing Peyton on their auction date.",1/26/2023 21:06,,fight,|Lucas|Nathan|,2,|Greg's friend|Fan|Chris|Daunte|Bear|Bar Patron|Friend #1|Greg|Jerome|Billy (Drug Dealer)|Punch Guy|Skills|Basketball Team|Masonboro Player|Lucas|Damien|J-Fed|Sergei|Poker Players|Chuck|Dimitri|Ian|Officer Stevens|Dan|,18.0,123.0
